datetime,headline,url,sentiment
Aug-13-25 Today 10:08AM,Intapp Stock Is Climbing After Earnings. Here's What Analysts Are Saying.,https://www.barrons.com/articles/intapp-stock-is-climbing-after-earnings-heres-what-analysts-are-saying-931baaba?mod=bar_FV,Neutral
2025-08-13 10:00:00,"AI in Education Market Surges to $5.82 billion by 2030 - Dominated by Microsoft (US), IBM (US), Google (US)",https://finance.yahoo.com/news/ai-education-market-surges-5-140000060.html,Positive
2025-08-13 10:00:00,"2 Top Stocks to Invest $1,000 in Right Now",https://finviz.com/news/139253/2-top-stocks-to-invest-1000-in-right-now,Neutral
2025-08-13 09:51:00,"CheckedUp Named to Inc. 5000 List of Americas Fastest-Growing Companies for 4th Time, with Three-Year Revenue Growth of 268%!",https://finance.yahoo.com/news/checkedup-named-inc-5000-list-135100153.html,Positive
2025-08-13 09:44:00,Middlefield Canadian Income PCC - Holding(s) in Company,https://finance.yahoo.com/news/middlefield-canadian-income-pcc-holding-134400762.html,Neutral
2025-08-13 09:39:00,"Saudi Arabia Cloud Computing Market Outlook and Company Analysis Report 2025-2033 Featuring Google, AWS,  Alibaba, Microsoft, Oracle, CloudSigma, VMware, Salesforce, Saudi Telecom Co, IBM",https://finance.yahoo.com/news/saudi-arabia-cloud-computing-market-133900479.html,Neutral
2025-08-13 09:30:00,"Project Portfolio Management Market Surges to $13.7 billion by 2029 - Dominated by Oracle (US), Smartsheet (US), Microsoft (US)",https://finance.yahoo.com/news/project-portfolio-management-market-surges-133000246.html,Positive
2025-08-13 09:00:00,Vouched Listed on the 2025 Inc. 5000 List of Americas Fastest-Growing Private Companies,https://finance.yahoo.com/news/vouched-listed-2025-inc-5000-130000705.html,Neutral
2025-08-13 09:00:00,Impartner Releases AI Partner Playbook to Guide Practical AI Adoption Across Partner Programs,https://finance.yahoo.com/news/impartner-releases-ai-partner-playbook-130000557.html,Neutral
2025-08-13 08:55:00,RichLife Advisors Ranks No. 2813 on the 2025 Inc. 5000 List of America's Fastest-Growing Private Companies,https://finance.yahoo.com/news/richlife-advisors-ranks-no-2813-125500073.html,Neutral
2025-08-13 08:39:00,"Chamelio Launches Landmark Update, Delivering End-to-End AI for Contract Review, Negotiation, and Repository Management",https://finance.yahoo.com/news/chamelio-launches-landmark-delivering-end-123900456.html,Positive
2025-08-13 08:31:00,Penstock Ranks No. 353 on the 2025 Inc. 5000 List of America's Fastest-Growing Private Companies,https://finance.yahoo.com/news/penstock-ranks-no-353-2025-123100468.html,Neutral
2025-08-13 08:28:00,Investors Jump Into Riskiest Assets After US Inflation Report,https://finance.yahoo.com/news/tariffs-cares-inflation-data-ignites-104711593.html,Neutral
2025-08-13 07:46:00,5 Stocks to Buy on S&P 500's 16th Record Closing High of the Year,https://finviz.com/news/139079/5-stocks-to-buy-on-sp-500s-16th-record-closing-high-of-the-year,Positive
2025-08-13 07:42:00,Buy MSFT Amid Double-Digit Short-Term Upside on AI and Cloud Strength,https://finviz.com/news/139071/buy-msft-amid-double-digit-short-term-upside-on-ai-and-cloud-strength,Positive
2025-08-13 07:34:00,CoreWeave Revenue Tops Estimates On Compute Demand. Beat Smaller Than Q1.,https://finance.yahoo.com/m/335d2702-02e7-3728-ad06-f6c04b493676/coreweave-revenue-tops.html,Positive
