datetime,headline,url,sentiment
2025-08-12 13:51:00,Fast Food Bets Big on Beverages to Get Customers Through the Door,https://finance.yahoo.com/m/6acfa559-1780-35fd-a9dd-54a60996a688/fast-food-bets-big-on.html,Neutral
2025-08-13 11:23:00,Snapchat Launches McDonaldland AR Experience,https://finance.yahoo.com/m/bf0e2d37-e0af-3a6b-bdce-a93b9519e65f/snapchat-launches.html,Neutral
2025-08-13 11:01:00,Women in Restaurant Leadership Announces McDonald's Executive Tabassum Zalotrawala as Opening Keynote for 2026 Together Summit,https://finance.yahoo.com/news/women-restaurant-leadership-announces-mcdonalds-150100147.html,Neutral
2025-08-13 09:44:00,"2025 Brand Reputation Summit | Future-Proof Your Brand - Tactics and Tools from Industry Leaders at the Summit (Philadelphia, PA, United States - October 20-21, 2025)",https://finance.yahoo.com/news/2025-brand-reputation-summit-future-134400371.html,Positive
2025-08-13 09:15:00,McDonald's Stock Outlook: Is Wall Street Bullish or Bearish?,https://finance.yahoo.com/m/0314b291-25e4-3c4b-ad73-4773269fb332/mcdonald%27s-stock-outlook%3A-is.html,Positive
2025-08-13 09:00:00,"McDonalds and Chick-fil-A Top Consumers List for Best Technology Experience at a Quick-Service Restaurant, Canopy Research Finds",https://finance.yahoo.com/news/mcdonald-chick-fil-top-consumers-130000509.html,Positive
2025-08-13 03:13:00,MCD Q2 Deep Dive: Menu Innovation and Value Platform Drive Performance Amid Consumer Pressures,https://finviz.com/news/136264/mcd-q2-deep-dive-menu-innovation-and-value-platform-drive-performance-amid-consumer-pressures,Positive
2025-08-13 03:00:00,Grab a Cold Brew With Your Burger. Why McDonalds and Others Are Big on Beverages.,https://finance.yahoo.com/m/6acfa559-1780-35fd-a9dd-54a60996a688/grab-a-cold-brew-with-your.html,Neutral
2025-08-11 17:04:00,McDonalds Launches VR Experience in Metas Horizon Worlds,https://finance.yahoo.com/m/4d6b9cb5-7881-34df-81e5-4ca864251633/mcdonald%E2%80%99s-launches-vr.html,Neutral
2025-08-11 12:21:00,McDonalds introduces a digital McDonaldland experience,https://finance.yahoo.com/m/4600a8fb-6f76-3cae-91cc-6b668e637967/mcdonald%E2%80%99s-introduces-a.html,Neutral
2025-08-11 11:27:00,McDonalds India expands presence in Jharkhand state,https://finance.yahoo.com/m/e0fb104f-9e49-339d-9eec-31618f40d649/mcdonald%E2%80%99s-india-expands.html,Positive
2025-08-11 11:18:00,Fast food brands fire up AI despite challenging backdrop,https://finance.yahoo.com/m/edd00181-10f5-37dd-86a7-53f18cf437ea/fast-food-brands-fire-up-ai.html,Positive
