datetime,headline,url,sentiment
2025-08-12 16:58:00,Chevron-chartered tanker docks at Venezuela to load oil after new US license,https://finance.yahoo.com/news/chevron-chartered-tanker-docks-venezuela-205819300.html,Neutral
2025-08-13 15:00:00,Big Oil Boosts Exploration as Energy Transition Sputters,https://finance.yahoo.com/news/big-oil-boosts-exploration-energy-190000615.html,Positive
2025-08-13 09:55:00,Q2 in the Rearview: Is COP a Smart Hold Stock or a Hot Chase?,https://finviz.com/news/136956/q2-in-the-rearview-is-cop-a-smart-hold-stock-or-a-hot-chase,Neutral
2025-08-13 05:22:00,Is Occidental Petroleum a Buy on the Dip?,https://finviz.com/news/136169/is-occidental-petroleum-a-buy-on-the-dip,Positive
2025-08-11 20:06:00,"Despite Lower Crude Prices, These Top Oil Stocks See Massive Free Cash Flow Gushers Ahead",https://finviz.com/news/135899/despite-lower-crude-prices-these-top-oil-stocks-see-massive-free-cash-flow-gushers-ahead,Positive
2025-08-11 18:00:00,Exxon Will Benefit Most from South Americas Newest Petrostate,https://finance.yahoo.com/news/exxon-benefit-most-south-america-220000986.html,Positive
2025-08-11 17:00:00,Galaxy Appoints Matt Friedrich as Chief Legal Officer,https://finance.yahoo.com/news/galaxy-appoints-matt-friedrich-chief-210000820.html,Neutral
2025-08-11 15:57:00,CVS Headlines $18 Billion High-Grade Bond Blitz Before CPI,https://finance.yahoo.com/news/cvs-among-14-firms-storm-143359136.html,Neutral
2025-08-11 15:00:00,Chevron Brings Thai Partner Onboard for Key Offshore Energy Project,https://finance.yahoo.com/news/chevron-brings-thai-partner-onboard-190000912.html,Neutral
2025-08-11 15:00:00,"Big Oil's ""Managed Decline"" Strategy Masks An Expansion Push",https://finance.yahoo.com/news/big-oils-managed-decline-strategy-190000270.html,Negative
2025-08-11 11:07:00,"The Zacks Analyst Blog Highlights JPMorgan Chase, Chevron, Shopify and Crawford United",https://finviz.com/news/135370/the-zacks-analyst-blog-highlights-jpmorgan-chase-chevron-shopify-and-crawford-united,Neutral
2025-08-09 20:19:00,Chevron Corporation (CVX) Releases Second-Quarter 2025 Results,https://finviz.com/news/134397/chevron-corporation-cvx-releases-second-quarter-2025-results,Neutral
2025-08-09 18:14:00,5 Dividend Stocks to Hold for the Next 5 Years,https://finviz.com/news/134372/5-dividend-stocks-to-hold-for-the-next-5-years,Neutral
2025-08-08 16:38:00,"Top Stock Reports for JPMorgan Chase, Chevron & Shopify",https://finviz.com/news/134183/top-stock-reports-for-jpmorgan-chase-chevron-shopify,Neutral
2025-08-08 10:35:00,Exxon starts production at fourth floating oil vessel in Guyana,https://finance.yahoo.com/news/exxon-starts-production-fourth-floating-143547561.html,Neutral
2025-08-08 10:29:00,Can ExxonMobil's Upstream Strength Fuel Long-Term Growth?,https://finviz.com/news/133825/can-exxonmobils-upstream-strength-fuel-long-term-growth,Positive
2025-08-08 10:00:00,Big Oil Bails on Colombias Offshore Oil and Gas Provinces,https://finance.yahoo.com/news/big-oil-bails-colombia-offshore-140000062.html,Neutral
2025-08-08 08:27:00,"Stock Market Today: Dow Jones Futures Rise, But Trade Desk Plunges On Earnings (Live Coverage)",https://finance.yahoo.com/m/56ddb7c1-81cd-3128-a969-c9100dba4dc8/stock-market-today%3A-dow-jones.html,Negative
2025-08-07 23:48:00,"Jim Cramer on Chevron: ""I Am With It""",https://finviz.com/news/133224/jim-cramer-on-chevron-i-am-with-it,Neutral
2025-08-07 18:00:00,U.S. Majors Pump Profits While BP and Shell Stall,https://finance.yahoo.com/news/u-majors-pump-profits-while-220000543.html,Positive
2025-08-07 13:00:00,Chevron (CVX) Reports Q2 Earnings: What Key Metrics Have to Say,https://finviz.com/news/132378/chevron-cvx-reports-q2-earnings-what-key-metrics-have-to-say,Neutral
2025-08-07 10:35:00,ExxonMobil's Bold Bet on the Permian Basin: Massive Growth Ahead?,https://finviz.com/news/132186/exxonmobils-bold-bet-on-the-permian-basin-massive-growth-ahead,Positive
2025-08-07 09:51:00,"Occidental Petroleum Q2 Earnings Surpass, Revenues Miss Estimates",https://finviz.com/news/132126/occidental-petroleum-q2-earnings-surpass-revenues-miss-estimates,Positive
2025-08-07 08:07:00,"Post Q2 Earnings, Is Chevron a Name to Watch or One to Chase?",https://finviz.com/news/131760/post-q2-earnings-is-chevron-a-name-to-watch-or-one-to-chase,Neutral
2025-08-07 06:45:00,"Looking to Generate $1,000 in Passive Income Per Year? Consider Investing $7,500 Into Each of These 3 Dividend-Paying Energy Stocks.",https://finviz.com/news/131446/looking-to-generate-1000-in-passive-income-per-year-consider-investing-7500-into-each-of-these-3-dividend-paying-energy-stocks,Neutral
2025-08-07 04:15:00,3 Absurdly Cheap Dividend Growth Stocks That Yield More Than 4%,https://finviz.com/news/131273/3-absurdly-cheap-dividend-growth-stocks-that-yield-more-than-4,Positive
2025-08-06 20:00:00,Trump's Tariff Blitz on India Threatens 3.5 Million bpd in Global Oil Supply,https://finance.yahoo.com/news/trumps-tariff-blitz-india-threatens-000000969.html,Negative
2025-08-06 16:10:00,Energy Transfer Reports Second Quarter 2025 Results,https://finance.yahoo.com/news/energy-transfer-reports-second-quarter-201000136.html,Neutral
2025-08-06 14:03:00,Why the S&P 500 May Get a New Member Soon,https://finance.yahoo.com/m/57dfc3fd-dffe-3b57-969d-5f2cded33a84/why-the-s%26p-500-may-get-a-new.html,Neutral
2025-08-06 11:37:00,"Devon Q2 Earnings & Sales Beat Estimates, Production Guidance Raised",https://finviz.com/news/130279/devon-q2-earnings-sales-beat-estimates-production-guidance-raised,Positive
