datetime,headline,url,sentiment
2025-08-12 12:02:00,Faye Named to Accounting Today's 2025 VAR 100 List for Leading VAR Excellence,https://finance.yahoo.com/news/faye-named-accounting-todays-2025-160200385.html,Neutral
2025-08-13 12:00:00,"ValueSelling Associates Unveils AI Enhancement to eValuePrompter, Deepening Salesforce Integration and Empowering Sellers with Intelligent Workflows",https://finance.yahoo.com/news/valueselling-associates-unveils-ai-enhancement-160000912.html,Positive
2025-08-13 11:05:00,NiCE Deepens Partnership with Salesforce to Accelerate End-To-End Customer Service Workflow Orchestration,https://finance.yahoo.com/news/nice-deepens-partnership-salesforce-accelerate-150500440.html,Positive
2025-08-13 10:48:00,Billions wiped out as software stocks sink on AI disruption fear,https://finance.yahoo.com/news/billions-wiped-software-stocks-sink-144849751.html,Negative
2025-08-13 10:00:00,Dealops Raises $7 Million to Power Pricing in the AI Era,https://finance.yahoo.com/news/dealops-raises-7-million-power-140000855.html,Neutral
2025-08-13 09:00:00,Exclusive: Profound raises $35M as Sequoia backs its ambitious bid to become the Salesforce of AI search,https://finance.yahoo.com/news/exclusive-profound-raises-35m-sequoia-130000648.html,Neutral
2025-08-13 09:00:00,Accounting Seed Makes the Inc. 5000 for the Sixth Consecutive Year,https://finance.yahoo.com/news/accounting-seed-makes-inc-5000-130000958.html,Positive
2025-08-13 08:52:00,Software stocks in Europe fall on concerns over AI pitfalls,https://finance.yahoo.com/news/software-stocks-europe-fall-concerns-125255954.html,Negative
2025-08-11 19:00:00,"Seoul-based Datumo raises $15.5M to take on Scale AI, backed by Salesforce",https://finance.yahoo.com/news/seoul-based-datumo-raises-15-230000680.html,Neutral
2025-08-11 17:45:00,Salesforce.com (CRM) Falls More Steeply Than Broader Market: What Investors Need to Know,https://finviz.com/news/135792/salesforcecom-crm-falls-more-steeply-than-broader-market-what-investors-need-to-know,Negative
2025-08-11 17:18:00,Adobe Stock Downgraded As 'AI Is Eating Software',https://finance.yahoo.com/m/d805b4a5-cc7f-382a-a6b2-10bd36133a1b/adobe-stock-downgraded-as-%27ai.html,Negative
2025-08-11 16:51:00,"Stock Market Today: Dow, Nasdaq Fall, Set Aside Trump-China Tariff Move; Tesla Clears Entry But This AI Stock Craters",https://finance.yahoo.com/m/e2020f85-4acd-3b1e-ba61-a0a1e19394be/stock-market-today%3A-dow%2C.html,Neutral
2025-08-11 13:37:00,"Stock Market Today: Dow Swoons But Nasdaq Shines As Tesla Clears Entry; AMC Stock Surges, But Consider This (Live Coverage)",https://finance.yahoo.com/m/e2020f85-4acd-3b1e-ba61-a0a1e19394be/stock-market-today%3A-dow.html,Positive
2025-08-11 12:42:00,"Adobe Stock Gets a Downgrade. AI Is Eating Software, Analyst Says.",https://finance.yahoo.com/m/c94c0605-31ee-3c39-be0f-89af0628c34a/adobe-stock-gets-a-downgrade..html,Negative
2025-08-11 11:11:00,Melius Research warns that things can get worse for SaaS players like Adobe,https://finance.yahoo.com/news/melius-research-warns-things-worse-151114488.html,Negative
2025-08-11 09:10:00,Salesforce Stock Plunges 28% YTD: Should You Exit the Investment?,https://finviz.com/news/135146/salesforce-stock-plunges-28-ytd-should-you-exit-the-investment,Negative
2025-08-11 08:00:00,Bank of America Securities Reaffirms Buy Rating on Salesforce (CRM) Stock,https://finviz.com/news/134828/bank-of-america-securities-reaffirms-buy-rating-on-salesforce-crm-stock,Positive
